,Unnamed: 0.1,Unnamed: 0,id,author_id,text,hashtags,created_at,geo,like_count,quote_count,reply_count,retweet_count,possibly_sensitive,Actionability,Actionability_2
21,5005,5005,1.41e+18,293654204.0,"'No Yoke, the Refreshed Tesla Model S Ditches the Round Steering Wheel Entirely'
@MotorTrend
403.250.3722
1725 32 Ave NE Calgary AB
https://t.co/H25lIEH7nH
https://t.co/36HZhjPkHo
#yyc #yycnow #yycliving #yycroads #calgarylife #calgaryliving #calgarynow",#yyc #yycnow #yycliving #yycroads #calgarylife #calgaryliving #calgarynow,2021-06-22T16:42:55.000Z,5,0,0,0,0,False,F,F
22,13197,1198,1.49e+18,91838228.0,"Contact Integra Inspections today for a thorough home inspection! https://t.co/3QmhSEA0CL

🏡 #IntegraInspections #yyc #calgary #yycliving #calgaryhomes #calgaryproperties #calgaryrealestate #homeinspection #homeinspector #calgaryhomeinspector #propertyassessment https://t.co/QyldCJ41dj",#IntegraInspections #yyc #calgary #yycliving #calgaryhomes #calgaryproperties #calgaryrealestate #homeinspection #homeinspector #calgaryhomeinspector #propertyassessment,2022-02-09T16:01:37.000Z,5,0,0,0,0,False,F,F
23,16499,4500,1.47e+18,636735918.0,"The Dream Team, a series by IG Wealth Management available on CBC GEM, helped us focus on a better solution to save the world one bike at a time. This is our story; https://t.co/3iF8B4i5jq
Thanks @IGWealthMgmt @cbcgem @manjitminhas 
@MixedUpMoney @ChopValue_YYC @yycbikeguy #yyc",#yyc,2021-12-01T02:32:03.000Z,5,3,0,0,1,False,F,F
24,5353,5353,1.41e+18,36522865.0,We are getting closer to our goal!! But still have a ways to go and with only 10 hours left. Help us! https://t.co/veC0rKPcnG #alberta #yyc #yeg #raffle #yycbike #yegbike #yycbiz #yegbiz,#alberta #yyc #yeg #raffle #yycbike #yegbike #yycbiz #yegbiz,2021-06-17T20:57:49.000Z,5,2,0,0,1,False,F,F
25,15157,3158,1.48e+18,1.27e+18,@cityofcalgary so is it protocol or budget to only clean one lane out of 3? We’re almost a week into this bullshit and no signs of proper snow removal. This is ridiculous!! Do better. #yycroads,#yycroads,2021-12-27T05:27:28.000Z,5,1,0,0,0,False,T,F
26,3633,3633,1.42e+18,26310303.0,"Irresponsible and unsustainable sprawl is crushing Calgary's finances. 

The ""fiscal Conservatives"" on #yyccc who complain endlessly about bike lanes and public art but voted for 14 new communities and champion suburban development are full of 💩.

https://t.co/aztvZTsgyF",#yyccc,2021-07-14T15:29:00.000Z,5,96,3,3,16,False,T,F
27,16650,4651,1.46e+18,103680135.0,"Hi. 👋 (📸: _in_the_rockies on Instagram)
.
.
#yyc #yycliving #yycnow #downtowncalgary #tourismcalgary #calgarytower #mycalgarytower #weekend #weekendvibes #saturday https://t.co/bPbkvabwYa",#yyc #yycliving #yycnow #downtowncalgary #tourismcalgary #calgarytower #mycalgarytower #weekend #weekendvibes #saturday,2021-11-27T21:14:02.000Z,5,1,0,0,1,False,F,F
28,17079,5080,1.46e+18,3000598092.0,"1534 #yycbike trips were counted on MUPs on Thu Nov 18

Busiest:
Peace Bridge: 425
Memorial Drive at 19th St NW: 336
Glenmore Pathway near Glenmore Landing: 297",#yycbike,2021-11-19T14:27:12.000Z,5,0,0,0,0,False,T,F
29,14249,2250,1.48e+18,3000598092.0,"537 #yycbike trips were counted on MUPs on Sun Jan 16

Busiest:
Peace Bridge: 176
Memorial Drive E of Prince's Island Bridge: 129
South Bow River at 11th St SW: 99",#yycbike,2022-01-17T14:27:43.000Z,5,0,0,0,0,False,T,F
30,14644,2645,1.48e+18,328217343.0,It's going to cost you more to visit national parks across Canada this year | News https://t.co/FeX7OcmVeY,5,2022-01-08T08:51:48.000Z,5,0,0,0,0,False,F,T
31,4730,4730,1.41e+18,25581084.0,"Previously underutilized space now supports pop-up patios such that barriers to mobility are not required! Hopefully, pandemic times teach us we need to preserve larger setbacks to accommodate future needs.  Let's not be fixated on just cramming everything in now! #yycplan https://t.co/vuaOFvViHa",#yycplan,2021-06-26T18:21:34.000Z,5,3,0,0,0,False,T,F
32,19229,7230,1.45e+18,277727944.0,"Good morning, #YYC! Sunrise today on October 10, 2021 at 07:52AM, with a high of 12C. Have a great day! #calgary #weather #kxcalgary #yycnow #yycliving",#YYC #calgary #weather #kxcalgary #yycnow #yycliving,2021-10-10T14:19:23.000Z,5,1,0,0,0,False,F,F
33,10631,10631,1.38e+18,73037632.0,"Access to natural spaces is paramount to our wellbeing!
#yycnow #yycliving #yyc https://t.co/5PQLSgfhIJ",#yycnow #yycliving #yyc,2021-03-29T16:38:32.000Z,5,0,0,0,0,False,F,F
34,17626,5627,1.46e+18,1.37e+18,"News on #SpruceMeadows!!! breoniemacmIt’s nice to see you too, spruce_meadows 🐴

#calgary #yyc #yycliving #sprucemeadows  Spruce Meadows https://t.co/hAkPrKqmkL",#SpruceMeadows #calgary #yyc #yycliving #sprucemeadows,2021-11-09T02:54:44.000Z,5,0,0,0,0,False,F,F
35,2741,2741,1.42e+18,264686061.0,@EWoolleyWard8 This is great but also a missed opportunity to finally decide on a consistent city-wide colour for our bike lanes. To avoid messes like in front of Peace Bridge and generally along the river front where many pedestrians still mistake the bike lanes for MUPs. #yycbike,#yycbike,2021-07-27T18:38:07.000Z,5,2,0,0,1,False,T,T
36,11086,11086,1.37e+18,412552504.0,Yo! @cityofcalgary @yyctransport build them and they will come! #yycbike https://t.co/51JsncKE4c,#yycbike,2021-03-22T14:17:06.000Z,{'place_id': '53504716d445dcad'},4,0,0,0,False,F,F
37,2071,2071,1.42e+18,3000598092.0,"5336 #yycbike trips were counted on street on Fri Aug 06

Busiest:
5th St Underpass: 1513
5th St and 4th Ave: 777
12th Ave and 8th St SW: 643",#yycbike,2021-08-07T14:20:59.000Z,5,0,0,0,0,False,T,T
38,7367,7367,1.39e+18,490994576.0,"I'd love to little #yycbike sign, however... 1/2 https://t.co/BxsFH4jYIB",#yycbike,2021-05-19T00:34:19.000Z,5,1,0,1,0,False,F,F
39,5847,5847,1.4e+18,1.34e+18,"Are you a Beginner Mountain Biker keen to learn the fundamental bike skills? Well you should join Flow for our Beginner Skills Course in Canmore this weekend - June 12-13 as we have a few limited spots avail!

https://t.co/M7qdSNboQs

@CMBALink @mmbtsinfo @XCBraggCreek #yyc #yeg https://t.co/ZOr9GysrOd",#yyc #yeg,2021-06-10T18:18:22.000Z,"{'coordinates': {'type': 'Point', 'coordinates': [-115.326976, 51.0558208]}, 'place_id': '0e9966c128992fda'}",2,0,0,0,False,F,T
40,17265,5266,1.46e+18,1.18e+18,STOLEN - Black Norco Bikes Fluid FS 2 in South Calgary https://t.co/qOssHIBjtL #yycbike,#yycbike,2021-11-16T16:48:06.000Z,5,0,0,0,2,False,T,T
41,9185,9185,1.38e+18,800577619.0,"This is heartbreaking reality of wild life in Calgary, we had an injured bobcat, finally died, it hypocritical to say we put one animals care, clearly moms been sick #yyc 
Calgary woman desperate to help 2 sick moose wandering her neighbourhood | CBC News https://t.co/MqFTEbLF9y",#yyc,2021-04-21T18:06:21.000Z,5,0,0,0,0,True,T,F
42,15887,3888,1.47e+18,9.79e+17,"The city is hoping to capture people's attention using a familiar community building tool. #yyc #yycplan #calgary #yyccc 

https://t.co/5gqcokXJX4",#yyc #yycplan #calgary #yyccc,2021-12-11T18:49:00.000Z,5,2,0,0,1,False,F,F
43,7002,7002,1.4e+18,1182950006.0,"Instead of asking ""what's wrong with you,"" ask ""What happened to you as a child?"" By better understanding experiences young people had, we can better support them as adults to build resilience and strength for moving forward.

#listenandlearn #asktherightquestions #yycliving https://t.co/qEUrwA4Zxp",#listenandlearn #asktherightquestions #yycliving,2021-05-25T14:15:06.000Z,5,0,0,0,0,False,F,T
44,6808,6808,1.4e+18,25139472.0,"@erinchrusch @EWoolleyWard8 This is what I'm talking about: cycle tracks that confusingly cross sidewalks, that don't line up with ramps, that suddenly become mixed use. #yycwalk #yycbike #cycletrack #yyccycletrack @DaleCalkins https://t.co/CKGAqsquoN",#yycwalk #yycbike #cycletrack #yyccycletrack,2021-05-27T22:50:27.000Z,5,0,0,1,0,False,T,T
45,1510,1510,1.43e+18,9.1e+17,"Come to our 🌈Calgary Pride Flea Market🌈 on August 29th to have all your art needs met by @inglewood_art 🎨! 

#yyc #yycevents #yycliving #supportlocalyyc #yycpride #yycbusiness https://t.co/cdJVYxhwgm",#yyc #yycevents #yycliving #supportlocalyyc #yycpride #yycbusiness,2021-08-16T15:02:05.000Z,5,0,0,0,1,False,F,F
46,14626,2627,1.48e+18,111772723.0,"@Matticusssss @bclarkinAB @TinyBeaches We have a livable streets coordinator &amp; team &amp; the mission, under the re-org, is to action our #5A policy across all teams working on the ground. I’m not sure we need/want a #yycbike-specific person? But I like the dare, enable, invite framework: calibrate #yyc examples for me?",#5A #yycbike #yyc,2022-01-08T18:29:50.000Z,5,4,0,2,0,False,F,T
47,13405,1406,1.49e+18,125082324.0,It’s a hard no in #yycplan. I know of a site with THREE layers of setbacks that build on each other… https://t.co/WuwvpoQxPS,#yycplan,2022-02-05T01:42:55.000Z,5,1,0,1,0,False,T,F
48,6965,6965,1.4e+18,2860749516.0,"Have you signed up for our town hall about the North Hill Communities Local Area Plan? 

Join us on Thursday evening for another conversation about the future of planning in #yyc!

Drop us a question when you register: https://t.co/4Wl834DErr #yycplan #yyccc https://t.co/XDEmcE7AlK",#yyc #yycplan #yyccc,2021-05-26T03:06:17.000Z,5,0,1,0,2,False,F,F
49,15999,4000,1.47e+18,1.11e+18,"@yegairshed Thank you for your apology!
Perhaps you could share info with @cityofcalgary, where they think it’s acceptable to destroy AQ in parks.
https://t.co/JfZpz5w4s7",5,2021-12-09T17:54:01.000Z,5,1,0,0,0,False,F,F
50,8800,8800,1.39e+18,1.37e+18,"Alert, the bike talk in Calgary is heating up: In Chad’s crazy bike rides in the last two I put in 66km and have been crushing PR #yycbikeChad 🇨🇦Flames/Stamps/NY JetsFalsehttps://twitter.com/222684197/status/138718013429416755413871801342941675541387180134294167554Tue Apr 27 23:0",#yycbikeChad,2021-04-27T23:11:55.000Z,5,0,0,0,0,False,F,T
51,17415,5416,1.46e+18,138913667.0,"These are excellent! Great examples that you can do simple buildings beautifully IF you prioritise quality materials and meaningful facade depth. So much better than the fussy articulation, clip-on materials, inefficient stepbacks, and flaaaaaaat facades we see so often. #yycplan https://t.co/AHY1o4P9vg",#yycplan,2021-11-13T16:04:58.000Z,5,34,0,1,2,False,T,F
52,984,984,1.43e+18,1354634546.0,Heads up #yycbike https://t.co/2EYr6RF6xK,#yycbike,2021-08-24T18:09:05.000Z,5,1,0,0,0,False,F,F
53,10910,10910,1.37e+18,325766664.0,"It's bike season!  Ready to study for your Class 6 knowledge test?  Here's a link to the Rider’s Guide to the operation, safety and licensing of motorcycles, mopeds and power-assisted bicycles:

https://t.co/ZNCvFiUboY

#yyc #motorcycletest #roadtest #motorcycletraining https://t.co/AhCKWrcl4Z",#yyc #motorcycletest #roadtest #motorcycletraining,2021-03-24T17:58:51.000Z,5,2,1,0,0,False,F,T
54,14113,2114,1.48e+18,36433167.0,"Each of our social channels posts exclusive content so make sure to follow along with all of them! ⬇️⬇️⬇️ 
Instagram: https://t.co/5MPhCpjvmi
Facebook: https://t.co/RRyv7gRD6o
LinkedIn: https://t.co/Uo2QtpKEwq  
#yycbusiness #yycliving #yyclocal #yyc #AboutStaffing https://t.co/qMpbAS25cA",#yycbusiness #yycliving #yyclocal #yyc #AboutStaffing,2022-01-19T22:01:32.000Z,5,0,0,0,0,False,F,T
55,13778,1779,1.49e+18,247655077.0,"Good news but frustrating. 

Time and time again, the UCP announces huge changes without consultation or any consideration of evidence or best practices.

Remember the Coal Policy? Parks? 

We are wasting so much money reversing bad policy  #abpoli 

https://t.co/5vMHqvjUJU",#abpoli,2022-01-27T20:22:15.000Z,5,7,0,0,0,False,F,F
56,9849,9849,1.38e+18,226364959.0,"Monday Motivation 💪🌞

#dreamhome #yycliving #vancouverliving  #vancouverhomes #yvr #okanaganlifestyle #okanaganliving #kelownaliving https://t.co/8kvsc4IpbD",#dreamhome #yycliving #vancouverliving #vancouverhomes #yvr #okanaganlifestyle #okanaganliving #kelownaliving,2021-04-12T12:02:13.000Z,5,1,0,1,0,False,F,F
57,13145,1146,1.49e+18,1354634546.0,Riding back from the car dealership to service my car &amp; decided to detour to my favorite (&amp; frankly the best in the city) 4.5km  downhill stretch of pathway on my Tern for a joyous speed cruise. 😃👍🏻 #yycbike https://t.co/3UGHG7YfEY,#yycbike,2022-02-10T16:04:55.000Z,5,8,0,0,0,False,F,T
58,1000,1000,1.43e+18,1.18e+18,STOLEN - Black Santa Cruz BLUR LT in Downtown https://t.co/6OnYYmvydt #yycbike,#yycbike,2021-08-24T15:15:25.000Z,5,0,0,0,0,False,T,T
59,6889,6889,1.4e+18,132327591.0,"OK, now I want to move back. 😭😭😭

https://t.co/0vZfdjdjJy",5,2021-05-26T23:12:41.000Z,5,0,0,0,0,False,F,F
60,6344,6344,1.4e+18,109315305.0,"City ranking by @PeopleForBikes highlights top 5 Canadian: ""Five Great Canadian Bike Cities"" (all great cities, unfortunately, none great 'bike cities'). Montreal, Calgary, Fredericton, Ottawa, Vancouver.  https://t.co/wpGRVkR8NB https://t.co/rm3ovep3k4",5,2021-06-03T14:26:09.000Z,5,9,1,1,2,False,F,F
61,4705,4705,1.41e+18,2161988226.0,"It’s blazing hot outside! 🥵 a great night for painting fire in an air conditioned studio! 
.
.
#yycart #yycnow #calgarybuzz #yycliving #paintnight #paintandsip #paintandwine #yyclife #girlsnight #paintparty #datenightyyc https://t.co/GrNU6r3RNJ",#yycart #yycnow #calgarybuzz #yycliving #paintnight #paintandsip #paintandwine #yyclife #girlsnight #paintparty #datenightyyc,2021-06-27T03:42:10.000Z,"{'coordinates': {'type': 'Point', 'coordinates': [-114.0694295, 50.9905124]}, 'place_id': '53504716d445dcad'}",1,0,0,0,False,F,T
62,14963,2964,1.48e+18,1.16e+18,"One thing I was very thankful of yesterday was that I could spend 90% of my commute on well cleared, safe pathways - I think we've hit the sweet spot for SNIC!
Truly a night and day difference compared to the bits that had me on icy roads with aggressive drivers. #yycbike https://t.co/HHlqkm6Vt0",#yycbike,2022-01-01T17:58:17.000Z,5,25,0,2,0,False,T,F
63,18397,6398,1.45e+18,18982486.0,TRAFFIC: The collision on WB Glenmore approaching Heritage has been CLEARED. #660traffic #yyctraffic #yycroads,#660traffic #yyctraffic #yycroads,2021-10-24T16:00:48.000Z,5,0,0,0,0,False,F,T
64,17473,5474,1.46e+18,416389109.0,The Best Beginner Cross-Country Ski Trails near Calgary https://t.co/PK9CmRMOR0 #crosscountryskiing #skiing #YYC #YYCliving https://t.co/4b3hIoT865,#crosscountryskiing #skiing #YYC #YYCliving,2021-11-12T05:18:03.000Z,5,0,0,0,0,False,F,T
65,9798,9798,1.38e+18,365249229.0,Opened On-Street Cycling Lane - Repair request via android at 131 12 Av SW https://t.co/pfP9U4bSk1. Sinkhole in patched sections of bike lane. very hazardous to cyclist. https://t.co/1TWnmcKNC6,5,2021-04-12T20:03:57.000Z,"{'place_id': '53504716d445dcad', 'coordinates': {'type': 'Point', 'coordinates': [-114.06549711, 51.04148159]}}",0,0,0,0,False,F,T
66,1567,1567,1.43e+18,378796808.0,"@Garossino @jengerson Yes, I ride my bike with a group of elderly fellows, most former oil execs from Calgary.  All live in homes most would describe as mansions and all will receive a $500 cheque.",5,2021-08-15T03:03:24.000Z,5,5,1,2,0,False,T,T
67,19580,7581,1.45e+18,607516245.0,"SOLD! Beautiful home in Shaganappi! This stunning residence makes its mark on a sunny hillside backing Shaganappi Park, and looking east onto the magnificent #Calgary skyline–minutes to Downtown, 17 Ave &amp; Marda Loop!
https://t.co/iDHe085hGp
#yychomes #yycrealestate #yycliving https://t.co/vPAw2gHvkI",#Calgary #yychomes #yycrealestate #yycliving,2021-10-04T14:17:28.000Z,5,1,0,0,0,False,F,T
68,3014,3014,1.42e+18,69941209.0,New Story: Yuba Bikes Are Back! @YubaBicycles https://t.co/U7c0BSB9Ik #yycbike #yegbike https://t.co/SiFpTJLlb2 https://t.co/uQzoUiJtMi,#yycbike #yegbike,2021-07-23T14:23:10.000Z,5,5,0,1,2,False,F,F
69,16634,4635,1.47e+18,380472373.0,"@everydaytourist @GiantBlueRing @JyotiGondek @TourismCalgary @Crackmacs @zorica_mg @YYCActiveCITY #Calgary has so many nature scapes inside our city to enjoy 😊!
Bike run walk!
#yyc",#Calgary #yyc,2021-11-28T21:09:12.000Z,5,1,0,0,0,False,F,F
70,18452,6453,1.45e+18,1354634546.0,Wow. Check this guy out. Just watching this put me on edge. 😮 #yycbike #yegbike https://t.co/oo9myKSzk7,#yycbike #yegbike,2021-10-23T13:25:04.000Z,5,3,0,3,0,False,F,T
71,2624,2624,1.42e+18,1.18e+18,STOLEN - Blue Trek 7.3 FX WSD 17 in Bridgeland-Riverside https://t.co/kmAqPzYvau #yycbike,#yycbike,2021-07-29T02:11:34.000Z,5,0,0,0,0,False,T,T
72,5312,5312,1.41e+18,3267487692.0,"Every view of this kitchen is beautiful 🤩✨
.
.
.
#kitchen #kitchendesign #kitcheninspiration #beautiful #yyc #yycliving #yychomes #yychomebuilder #yycdesign #calgary #calgaryhomebuilder #urbanindigohomes https://t.co/q36cPS8ZP7",#kitchen #kitchendesign #kitcheninspiration #beautiful #yyc #yycliving #yychomes #yychomebuilder #yycdesign #calgary #calgaryhomebuilder #urbanindigohomes,2021-06-18T10:53:52.000Z,5,1,0,0,0,False,F,F
73,13834,1835,1.49e+18,292692891.0,"The key lending rate remains the same at .25%. Pls reach out to discuss. All it will cost is your time. Reviewing the pros and cons of variable rate mortgages is time well spent.
#fixedvsvariable #yycmortgages #yyc #yycrealestate #mortgages #homefinances #yycliving #yycnow #home https://t.co/UThWnoqbs0",#fixedvsvariable #yycmortgages #yyc #yycrealestate #mortgages #homefinances #yycliving #yycnow #home,2022-01-26T16:50:26.000Z,5,1,0,0,0,False,F,F
74,2238,2238,1.42e+18,1.18e+18,STOLEN - Red SCOTT Spark in Scenic Acres https://t.co/g1GCew6ez3 #yycbike https://t.co/qs4cfKMDkt,#yycbike,2021-08-04T22:30:12.000Z,5,0,0,0,0,False,T,T
75,2647,2647,1.42e+18,4834427644.0,"84th tweeted pedestrian incident in 2021.
#yycwalk #yyccc #ableg #visionzero
@RajanJSaw @shandro
@lornedach @DShepYEG

https://t.co/S5QrL2ifuw",#yycwalk #yyccc #ableg #visionzero,2021-07-28T19:29:45.000Z,5,1,0,0,1,False,T,T
76,19789,7790,1.44e+18,8.58e+17,"Wing night is in full effect! 🍗 
16 flavours to choose from, 39cents each! Paired with 32oz domestic schooners for $9.95, enjoy the last bit of summer☀️ on one of our gorgeous patios! 

#yyc #yycnow #yycliving #yycbuzz #yycpubs #yycfood #yyceats #yycwings #yycdrinks #yycbeer https://t.co/QZvOwhqNjj",#yyc #yycnow #yycliving #yycbuzz #yycpubs #yycfood #yyceats #yycwings #yycdrinks #yycbeer,2021-09-29T23:12:42.000Z,5,3,0,0,1,False,F,F
77,14478,2479,1.48e+18,2478791215.0,"#sunset low light #photography exploration #ggeraldgarcia #garseeya #garseeyaphoto #yyc #yycliving @ Calgary, Alberta https://t.co/J81cJ8H6Ti",#sunset #photography #ggeraldgarcia #garseeya #garseeyaphoto #yyc #yycliving,2022-01-12T02:50:09.000Z,"{'place_id': '53504716d445dcad', 'coordinates': {'type': 'Point', 'coordinates': [-114.057, 51.045]}}",1,0,0,0,False,F,F
78,14760,2761,1.48e+18,9.21e+17,WOW! I can't believe i've never seen @GlobalCalgary make a story about homosexual water parks! #yyc,#yyc,2022-01-05T21:09:56.000Z,5,0,0,0,1,False,F,F
79,11535,11535,1.37e+18,3252984368.0,"These last twelve months have brought significant change. I started my day with my friends who make up #BNI and #BNIsAlberta. Today, I saw client today with a mask on. Yet with all of these changes, I am still me. #yycbusiness #yycinsure #yycinvest #yycliving https://t.co/jD0r42mjoi",#BNI #BNIsAlberta #yycbusiness #yycinsure #yycinvest #yycliving,2021-03-16T02:56:08.000Z,5,1,0,0,0,False,F,F
