,Unnamed: 0,id,author_id,text,hashtags,created_at,geo,like_count,quote_count,reply_count,retweet_count,possibly_sensitive,Actionability
18008,6009,1.46E+18,18982486,"TRAFFIC: In the NE, leaving the downtown. #yyc #yyctraffic #yycroads #abroads #660traffic https://t.co/jxMqZREqKB",#yyc #yyctraffic #yycroads #abroads #660traffic,2021-11-01T12:51:32.000Z,,0,0,1,1,FALSE,TRUE
10662,10662,1.38E+18,1879456392,@lshutiak I might make it financial - money for bus or for treats (extra not withholding food 😂) Free to ride their bike than buy a drink with ‘savings’. [**** Other than you can’t buy a bike in Calgary right now. So the teen boys who grew a lot may be SOL],,2021-03-28T22:44:59.000Z,,1,0,2,0,FALSE,TRUE
9309,9309,1.38E+18,69941209,"OMG yes please, Airdrie! @bikeairdrie @bikecalgary #yycbike #yyccc Link to map https://t.co/TReim19UMo https://t.co/jK42uJpGPz",#yycbike #yyccc,2021-04-19T22:49:24.000Z,,17,0,0,1,FALSE,FALSE
1653,1653,1.43E+18,1.18E+18,STOLEN - Yellow Trek 7.5 FX in Ramsay https://t.co/DMnna0zHFx #yycbike,#yycbike,2021-08-13T20:56:56.000Z,,0,0,0,0,FALSE,TRUE
472,472,1.43E+18,1651572684,"Author Q&amp;A about the new Parks Pat Mysteries #reading #books #mystery #yyc @calgaryparks @cityofcalgary

https://t.co/vFKUAgLo7T",#reading #books #mystery #yyc,2021-09-02T00:45:31.000Z,,0,0,0,1,FALSE,FALSE
18422,6423,1.45E+18,1546022442,"Thinking of starting a family? Our bedrooms are designed so that your little ones have plenty of room to grow.

#CedarglenInteriors #NurseryRoom #YYCHomebuilder #YYCDesign #NewHomesYYC #YYCLiving #YYCHomes https://t.co/GrNc51U0Ja",#CedarglenInteriors #NurseryRoom #YYCHomebuilder #YYCDesign #NewHomesYYC #YYCLiving #YYCHomes,2021-10-23T20:08:00.000Z,,0,0,0,0,FALSE,TRUE
17170,5171,1.46E+18,201407405,"Christmas sweaters are never enough. More so, with a gorgeous poem from my book etched on the front. 

Limited edition. While quantities last. $49 CAD. Shipping charges to outside Edmonton, AB apply. 

DM to order or head over to my Instagram. @_deepakminhas_ #Yeg #yycliving #yyc https://t.co/Zb5bD6AW0a",#Yeg #yycliving #yyc,2021-11-18T02:01:07.000Z,,0,0,0,1,FALSE,FALSE
15311,3312,1.47E+18,1.45E+18,"We are your local Payday Loan lender in Calgary! 
#calgaryliving #yycbuzz #yycliving

https://t.co/kqgS7YDU16",#calgaryliving #yycbuzz #yycliving,2021-12-22T22:21:05.000Z,,0,0,0,0,FALSE,FALSE
2717,2717,1.42E+18,301044443,"Great to see this event return!  Active school travel is important to the environment, health and learning. @EverActiveAB #yegbike #yycbike https://t.co/WUoKh7I1Jh",#yegbike #yycbike,2021-07-27T23:01:13.000Z,,6,0,0,3,FALSE,TRUE
8250,8250,1.39E+18,21037096,"With tough new restrictions in place limiting what we're allowed to do, there's a new and unique way for Calgarians to stave off boredom during the pandemic — a 10-week, city-wide scavenger hunt. @dave_dormer  https://t.co/LziupKnre3",,2021-05-06T19:00:12.000Z,,8,1,1,3,FALSE,TRUE
4640,4640,1.41E+18,1.02E+18,"Dumb dumbs are the stupid cyclists not keeping a safe distance from each other. See it all the time. 
#yyj #yvr #yyc #yeg #yxe #wpg #yyz #yow #yul #yyjbike #yvrbike #yycbike #yegbike #yxebike #wpgbike #bikeTO #ottbike #velomtl https://t.co/HpPoUPnD7F",#yyj #yvr #yyc #yeg #yxe #wpg #yyz #yow #yul #yyjbike #yvrbike #yycbike #yegbike #yxebike #wpgbike #bikeTO #ottbike #velomtl,2021-06-28T11:35:40.000Z,,0,0,0,0,FALSE,TRUE
2562,2562,1.42E+18,95673970,A lovely evening for a walk. #yycwalk https://t.co/vV4hz94Oah,#yycwalk,2021-07-30T02:03:17.000Z,{'place_id': '53504716d445dcad'},0,0,0,0,FALSE,FALSE
7904,7904,1.39E+18,1.12E+18,"End of an era? Progressive mayors in Calgary and Edmonton to make their exits, via @edmontonjournal … good riddance Bike Lane Don don’t let the door hit you on your ass on the way out  https://t.co/cmggQE4uu3",,2021-05-11T12:53:03.000Z,,0,0,0,0,FALSE,TRUE
7793,7793,1.39E+18,415050651,"Between May 10 - 16, post your best photo or video of you on your bike for a chance at a prize package! Register for #EDH2021, tag CMHA Calgary, and use the hashtags #EnergizeDontHide2021, #HowIEnergize2021. The more photos/videos, the better! https://t.co/d3NwLvbGhP https://t.co/04YcFcbdaT",#EDH2021 #EnergizeDontHide2021 #HowIEnergize2021,2021-05-12T15:15:09.000Z,,2,0,0,0,FALSE,FALSE
4483,4483,1.41E+18,475186162,"You can find an interactive map of Calgary spray parks, wading pools, outdoor pools, indoor rec centres, fountains and water bottle filling stations here:   https://t.co/oPQTA48I7W",,2021-06-30T19:09:06.000Z,,6,0,2,4,FALSE,TRUE
14351,2352,1.48E+18,293526047,"Greenway path south of the reservior is in good shape too, at least as far as Anderson. Anderson overpass ramps very icy though.  #yycbike https://t.co/q34gj0d3Sx",#yycbike,2022-01-14T19:02:30.000Z,,3,0,0,0,FALSE,TRUE
9922,9922,1.38E+18,382947250,New from me: Calgary city councillor looking to pilot loosened liquor laws in city parks. #YYC #YYCcc https://t.co/3mR4KwSwmZ,#YYC #YYCcc,2021-04-10T22:50:27.000Z,,2,0,0,1,FALSE,TRUE
14844,2845,1.48E+18,1.45E+18,"We rise by lifting others. Find out what we are giving away FREE to help female entrepreneurs here: https://t.co/Y9KYi90ov8

#calgarynow #yycbuzz #calgaryalberta #yycmama #calgaryliving #yycentrepreneur #loveyyc #yycliving #yycnow #yyctoday https://t.co/uWOUt9gM8F",#calgarynow #yycbuzz #calgaryalberta #yycmama #calgaryliving #yycentrepreneur #loveyyc #yycliving #yycnow #yyctoday,2022-01-04T00:27:11.000Z,,0,0,0,0,FALSE,FALSE
20701,8702,1.44E+18,1.21E+18,"Last time I got hit by a car, I ended up with a nice cheque from @IntactInsurance  The max allotment for soft tissue injury in Canada last year  was $5296.00.  This year $5365.00.   #yycbike #fuckyoucar #payme #badtouch #notmyfault #record #informyourself #ouchy https://t.co/W2cnc22ROI",#yycbike #fuckyoucar #payme #badtouch #notmyfault #record #informyourself #ouchy,2021-09-14T13:39:23.000Z,,0,0,1,0,FALSE,TRUE
19434,7435,1.45E+18,9.25E+17,@iamericpeters @CWalcottYYC Great plan. We'd encourage @CWalcottYYC not to forget about the #yycbike opportunities for 2 St SW downtown. This street will be ripped up for #greenlineyyc construction. There's an opportunity for a continuous link from Crescent Heights to 9 Ave S via the new GL bridge + 2 St SW,#yycbike #greenlineyyc,2021-10-06T19:18:43.000Z,,12,1,0,1,FALSE,FALSE
3378,3378,1.42E+18,1589839573,"Interesting read. I agree NE Calgary has huge malls, bustling townhouses &amp; condos, wide roads, airport many plots for construction of business complex but handful of public parks, trees and green spaces. Now we need more parks! #northeastyyc #yycward5 #yycparks #yyccc #yycbike https://t.co/N5zXl7sTFd",#northeastyyc #yycward5 #yycparks #yyccc #yycbike,2021-07-17T23:24:02.000Z,,1,0,0,0,FALSE,FALSE
12633,634,1.50E+18,776556378,"!!

Objectively, name an elected rep who’s delivered more for #yyc than @DruhFarrell: 

East Village, Peace Bridge, Central Library, Little Free Libraries, Secondary Suites, Safe bike infrastructure, Pedestrian Safety Strategy, community gardens, affordable housing, Green Line… https://t.co/jJ1mNqACcF",#yyc,2022-02-21T22:55:26.000Z,,45,0,3,8,FALSE,FALSE
11235,11235,1.37E+18,2481417463,"X 2, there and back. I was old guy lagging behind my kids, but now I can enjoy a few extra drinks tonight... #yyc #yycbike https://t.co/3x97okRokh",#yyc #yycbike,2021-03-19T22:18:17.000Z,,1,0,0,0,FALSE,FALSE
9934,9934,1.38E+18,293654204,"'Electric motor company to open Calgary plant with 50 jobs' @drivingdotca
403.250.3722
1725 32 Ave NE Calgary AB
https://t.co/H25lIEH7nH
https://t.co/cVqAjIuoX3
#yyc #yycnow #yycliving #yycroads #calgarylife #calgaryliving #calgarynow",#yyc #yycnow #yycliving #yycroads #calgarylife #calgaryliving #calgarynow,2021-04-10T18:59:00.000Z,,0,0,0,0,FALSE,TRUE
9279,9279,1.38E+18,22673791,Hey #yegbike #yycbike check this little power assist workhorse trailer out! https://t.co/HvbWeHvzTh,#yegbike #yycbike,2021-04-20T14:32:22.000Z,,1,0,0,0,FALSE,FALSE
8886,8886,1.39E+18,1120122158,"Our focus should not be on adding more art, bike lanes and spending money to bring in more businesses to compete with existing ones. It should be to help our existing businesses survive and...
2/4
#YYCCC #YYC #YYCWard6",#YYCCC #YYC #YYCWard6,2021-04-27T02:13:03.000Z,,1,0,1,0,FALSE,TRUE
4843,4843,1.41E+18,21037096,"@nenshi The city will have 22 water fountains in operation. There will be a map on https://t.co/4Bm3yS2NZT tomorrow showing where to find pools, splash parks and fountains.",,2021-06-24T21:17:21.000Z,,1,0,1,0,FALSE,TRUE
16692,4693,1.46E+18,293654204,"Auto Body Repairs for Families to Fleets.

CSN Car Salon Collision Center owes its outstanding reputation to its expert staff and lifetime guarantees.

#yycnow #yycbusiness #yycliving #yycsmallbusiness #csn #carsalon #calgary #calgarybusiness

https://t.co/btiwMzNujw https://t.co/Nns4AKb2TX",#yycnow #yycbusiness #yycliving #yycsmallbusiness #csn #carsalon #calgary #calgarybusiness,2021-11-26T20:50:00.000Z,,0,0,0,0,FALSE,FALSE
10870,10870,1.38E+18,1.27E+18,"A little #tbt to this bathroom we renovated for some amazing clients. Excited for their upcoming main floor renovation!
.
#yycrenovations #yyc #yycdesign #yychomes #yycliving #calgary #yycrealestate #interiordesign #yycnow #calgaryhomes #calgaryrenovations #renovation #yycrenos https://t.co/D5mB7uFtD7",#tbt #yycrenovations #yyc #yycdesign #yychomes #yycliving #calgary #yycrealestate #interiordesign #yycnow #calgaryhomes #calgaryrenovations #renovation #yycrenos,2021-03-25T13:44:13.000Z,{'place_id': '53504716d445dcad'},1,0,1,0,FALSE,FALSE
15306,3307,1.47E+18,19041310,"The previous road closure at 9 Ave S.E. x 1 Street S.E. has reopened.  Thank you, please drive safe. 
#yycroads",#yycroads,2021-12-22T23:07:03.000Z,,2,0,0,2,FALSE,TRUE
1583,1583,1.43E+18,3221817984,"Today, I took sometime today slow things down and enjoy one of our city’s beautiful parks. These natural environment parks are a great addition to our park system.

#yyc #yyccc #ward9 #eastcalgary #daymondkhan #yycvote #yycvotes https://t.co/gKiP9Gvo0O",#yyc #yyccc #ward9 #eastcalgary #daymondkhan #yycvote #yycvotes,2021-08-14T21:27:54.000Z,,1,0,1,1,FALSE,FALSE
4900,4900,1.41E+18,56475896,#foreclosure #remax #remaxfirst #yyc #rockyview #yycliving 🏡 👨‍⚖️ https://t.co/Nf1VAm5qXL,#foreclosure #remax #remaxfirst #yyc #rockyview #yycliving,2021-06-23T22:02:44.000Z,{'place_id': '53504716d445dcad'},0,0,1,0,FALSE,FALSE
9626,9626,1.38E+18,1.37E+18,"Alert, the bike talk in Calgary is heating up: Drunk bike rides are seriously the bestTakumi with a gunin my JDM SpaceFalsehttps://twitter.com/3073414567/status/138249598793187738213824959879318773821382495987931877382Thu Apr 15 00:48:23 +0000 2021Edmonton, Alberta10Drunk bike ri",,2021-04-15T01:04:26.000Z,,0,0,0,0,FALSE,FALSE
17444,5445,1.46E+18,1702579824,"“Properties that are presently vacant and are not readily leasable can be used for interim uses and benefit the community and assist not-for-profit companies with minimal financial impact.”
Well done @alamyyc!
#YYC #yycplan https://t.co/lkQqyrS6j2",#YYC #yycplan,2021-11-12T19:06:45.000Z,,12,0,0,3,FALSE,TRUE
20202,8203,1.44E+18,1.36E+18,"@UDistrictYYC I echo these frustrations. My family tried to bike in the University District on Sunday and it did not feel at all safe with 2 kids. In the end we chose to walk our bikes on the sidewalk for many blocks. 
#yycbike @DruhFarrell https://t.co/aEj9H1Tdse",#yycbike,2021-09-22T23:38:34.000Z,,4,0,1,0,FALSE,TRUE
18451,6452,1.45E+18,18982486,The incident on SB Barlow at 16th Ave has been CLEARED. #660Traffic #yyctraffic #yycroads,#660Traffic #yyctraffic #yycroads,2021-10-23T13:34:59.000Z,,0,0,0,0,FALSE,TRUE
2506,2506,1.42E+18,9.01E+17,"Drinking in Calgary's parks: pilot program a success so far with only 1 complaint - Calgary | Glob...
https://t.co/aNRVYKhZFN",,2021-07-30T18:26:43.000Z,,0,0,0,0,FALSE,TRUE
5739,5739,1.40E+18,18984207,"In the SE, one caller says emergency crews have blocked off the lane and to expect delays. #yyctraffic #yycroads https://t.co/8KICqzQnnl",#yyctraffic #yycroads,2021-06-11T22:29:29.000Z,,1,0,1,0,FALSE,TRUE
13639,1640,1.49E+18,9.76E+17,#yycbeautyinjection #yycbeautysalon #yycbeautydeals #yycbeautybusiness  #yyc #yycbeautybar #yycliving #yycbeautyservices #yycnow #calgary #yycbeautybuzz #yycbeautydirectory #yycbeautyblog #yycbeautyinfluencers #yycbeautyschool #calgarybeauty #yycbeautyproducts #yycbeautyblogge #y https://t.co/p7340E7eYY,#yycbeautyinjection #yycbeautysalon #yycbeautydeals #yycbeautybusiness #yyc #yycbeautybar #yycliving #yycbeautyservices #yycnow #calgary #yycbeautybuzz #yycbeautydirectory #yycbeautyblog #yycbeautyinfluencers #yycbeautyschool #calgarybeauty #yycbeautyproducts #yycbeautyblogge #y,2022-01-30T19:00:52.000Z,,0,0,0,0,FALSE,FALSE
12099,100,1.50E+18,8.77E+17,"4/4 For bike pick: 
     text/ call 403-826-0731

 If you can drop off your donated bike:
  Every Saturday &amp; Sunday: 11am - 4pm
 Address: Forest Lawn Community Hall
                  4020 26 Ave SE
#yyc #yyccycle #Calgary",#yyc #yyccycle #Calgary,2022-03-06T09:39:33.000Z,,3,0,1,0,FALSE,FALSE
8244,8244,1.39E+18,237043493,Support local and try these local restaurants and food products: https://t.co/VvfNFgCnFD #YYC #Calgary #YYCLiving #BuyLocal #SupportLocal,#YYC #Calgary #YYCLiving #BuyLocal #SupportLocal,2021-05-06T19:53:00.000Z,,0,0,0,0,FALSE,FALSE
16336,4337,1.47E+18,155029126,"#YYCBike Commute Report:

Elbow River Pathway from Mission to Stanley Park is sole-deep with fresh snow. This is about as fun as it gets!

#Frostbike skill level: Intermediate https://t.co/JdwlB7RKIC",#YYCBike #Frostbike,2021-12-03T14:33:30.000Z,,24,1,0,3,FALSE,FALSE
10060,10060,1.38E+18,237043493,It's always scammer season. Here are some tips to avoid falling victim to fraud: https://t.co/ESaATuTmBB #Scams #Fraud #StaySafe #BePrepared #YYCLiving #YEGLiving,#Scams #Fraud #StaySafe #BePrepared #YYCLiving #YEGLiving,2021-04-08T19:53:00.000Z,,0,0,0,0,FALSE,TRUE
2136,2136,1.42E+18,3000598092,"7790 #yycbike trips were counted on MUPs on Thu Aug 05

Busiest:
Peace Bridge: 2347
Memorial Drive at 19th St NW: 1719
Glenmore Pathway near Glenmore Landing: 1207",#yycbike,2021-08-06T14:21:55.000Z,,0,0,0,0,FALSE,TRUE
4380,4380,1.41E+18,15933148,"@CdnNomad The City of Calgary's Temporary COVID-19 Face Coverings Bylaw remains in effect in indoor public spaces. City Council voted to extend the municipal bylaw in the short term and will revisit the COVID-19 outlook again on July 5, 2021.",,2021-07-02T19:26:10.000Z,,0,0,0,0,FALSE,FALSE
9552,9552,1.38E+18,69941209,Ready....set...go...#bikeshoplife #assemblyline #yycbike https://t.co/aO4Us4YL5t,#bikeshoplife #assemblyline #yycbike,2021-04-16T02:18:35.000Z,,20,0,2,0,FALSE,FALSE
6185,6185,1.40E+18,287428829,"Lola and I had a nice visit last night with some friends down at Harvie Passage. Loving this summer weather ☀ 🐶

#rescuepup #dogsofinstagram #puppy #sunshine #yyc #yycliving #yycnow #capturecalgary #sunset https://t.co/SCGVFOEu5U https://t.co/tJL2kOsXv9",#rescuepup #dogsofinstagram #puppy #sunshine #yyc #yycliving #yycnow #capturecalgary #sunset,2021-06-04T20:35:26.000Z,,0,0,0,0,FALSE,FALSE
20040,8041,1.44E+18,3111663941,#yycsmallbusiness #yyc #bigsky #callcenter #yycnow #calgary #yycliving #shoplocalyyc #yyclife #yycbuzz #yycbusiness #yyclocal #supportlocalyyc #calgarybusiness #alberta #yycentrepreneur #smallbusiness #yeg #calgarybuzz #calgaryliving #yycevents #calgarylife #okotoks,#yycsmallbusiness #yyc #bigsky #callcenter #yycnow #calgary #yycliving #shoplocalyyc #yyclife #yycbuzz #yycbusiness #yyclocal #supportlocalyyc #calgarybusiness #alberta #yycentrepreneur #smallbusiness #yeg #calgarybuzz #calgaryliving #yycevents #calgarylife #okotoks,2021-09-25T15:38:56.000Z,{'place_id': '53504716d445dcad'},0,0,0,0,FALSE,FALSE
8239,8239,1.39E+18,1.27E+18,"#yyc #calgary #calgarylawyers 
Seriously in need of a good family lawyer.  Asap.  That is willing to work a bit cheaper.  And has experience in parental alienation.  #calgaryalberta #calgarylife #yycliving #yycnow #help",#yyc #calgary #calgarylawyers #calgaryalberta #calgarylife #yycliving #yycnow #help,2021-05-06T20:52:34.000Z,,1,0,0,0,FALSE,FALSE
6731,6731,1.40E+18,293654204,"'2021 Ferrari SF90 Stradale First Drive: We Didn’t See (or Hear) It Coming' @MotorTrend
403.250.3722
1725 32 Ave NE Calgary AB
https://t.co/H25lIEH7nH
#yyc #yycnow #yycliving #yycroads #calgarylife #calgaryliving #calgarynow
https://t.co/B8keJggrin",#yyc #yycnow #yycliving #yycroads #calgarylife #calgaryliving #calgarynow,2021-05-28T22:20:00.000Z,,0,0,0,0,FALSE,FALSE
7601,7601,1.39E+18,416389109,Epic Family Bike Rides: THE BEST SPRING BIKE RIDES NEAR CALGARY - https://t.co/MepuWRxkHb #Calgary https://t.co/5lNy3AF4mW,#Calgary,2021-05-15T14:09:03.000Z,,1,0,0,0,FALSE,FALSE
4854,4854,1.41E+18,1.38E+18,"Big business doesn't need your support. Local small businesses do.
Going shopping? Choose LOCAL.  What are your favourite small businesses?
#yyc #yyclocal #yycnow #yycsmallbusiness #yycbusiness #supportlocalyyc #yycbiz #yycliving #yyclife #yycevents #yycbuzz #shoplocal #lovelocal https://t.co/mKfIl6AdE5",#yyc #yyclocal #yycnow #yycsmallbusiness #yycbusiness #supportlocalyyc #yycbiz #yycliving #yyclife #yycevents #yycbuzz #shoplocal #lovelocal,2021-06-24T17:51:13.000Z,,0,0,0,0,FALSE,TRUE
16036,4037,1.47E+18,1.21E+18,"Little bit of snow #yycbike 

Was glad for the traction control on the way up through Scarborough.   Beautiful winter biking if you can see. https://t.co/4m01PwKQkX",#yycbike,2021-12-08T23:58:23.000Z,,4,0,0,1,FALSE,FALSE
1031,1031,1.43E+18,402942447,"Believe it or not, but this story is still understating the shortages that we're seeing. Normal is delayed until at least 2023.

Shortages of bikes, parts continue as high demand and shipping delays slow orders | CBC News https://t.co/Gln91WYWLP",,2021-08-24T01:01:10.000Z,,16,1,2,9,FALSE,TRUE
20769,8770,1.44E+18,305934244,"Happy Monday! Starting the week off with an interesting fun fact! 

#career #careercounselling #yyc #yyclocal #yycbusiness #yycliving #yycnow #yyclife #resume #funfact #yycsmallbusiness #kensington  #loveyyc #calgarybuzz #Canada #alberta #Calgary #ontario #toronto #bc https://t.co/jfW5JLh8QL",#career #careercounselling #yyc #yyclocal #yycbusiness #yycliving #yycnow #yyclife #resume #funfact #yycsmallbusiness #kensington #loveyyc #calgarybuzz #Canada #alberta #Calgary #ontario #toronto #bc,2021-09-13T15:00:43.000Z,,1,0,0,1,FALSE,FALSE
19177,7178,1.45E+18,80623746,#MondayMotivational #BeRelentless #YYC #YYCRealtor #YYCRealEstate #realestateagent #realtor #Calgary #lifeisgood #itsagreatdaytobealive #CREB #realtor #realestate #yycliving #yycnow #calgaryliving #yychomes #calgaryhomes... https://t.co/WdE8MtBBEj https://t.co/S0BzyfEKYR,#MondayMotivational #BeRelentless #YYC #YYCRealtor #YYCRealEstate #realestateagent #realtor #Calgary #lifeisgood #itsagreatdaytobealive #CREB #realtor #realestate #yycliving #yycnow #calgaryliving #yychomes #calgaryhomes,2021-10-11T14:47:44.000Z,,1,0,0,0,FALSE,FALSE
17894,5895,1.46E+18,18982486,"CLEAR of animal incident on 16 Ave at Deerfoot Tr. All lanes have reopened, and volume is recovering. #yyc #yyctraffic #yycroads #abroads #660traffic",#yyc #yyctraffic #yycroads #abroads #660traffic,2021-11-03T14:44:41.000Z,,0,0,0,0,FALSE,TRUE
2422,2422,1.42E+18,49764028,"If you see a guy with this sign and a bike at McDougall Centre, say hello!  👋

#ableg #yyc #FiretheUCP #CovidIsNotOver #EnoughIsEnough https://t.co/d0ts9Rb8nf",#ableg #yyc #FiretheUCP #CovidIsNotOver #EnoughIsEnough,2021-08-01T17:34:57.000Z,,76,1,6,18,FALSE,FALSE
12428,429,1.50E+18,39330665,How can we make this happen in Calgary? #yycbike https://t.co/KfkKY9l41I,#yycbike,2022-02-27T03:25:12.000Z,{'place_id': '00c4b64e7affea25'},1,0,1,0,FALSE,FALSE
20227,8228,1.44E+18,1.18E+18,STOLEN - Black Trek XLarge in Quarry Park https://t.co/IrrzqIWhs6 #yycbike,#yycbike,2021-09-22T16:28:11.000Z,,0,0,0,0,FALSE,TRUE
18712,6713,1.45E+18,3000598092,"2442 #yycbike trips were counted on street on Mon Oct 18

Busiest:
8th Ave at 8th St SW: 846
5th St and 4th Ave: 368
12th Ave and 2nd St SW: 319",#yycbike,2021-10-19T14:26:42.000Z,,0,0,0,0,FALSE,TRUE
9638,9638,1.38E+18,1.38E+18,@downtowncalgary @cityofcalgary @CTCC_Calgary Where's the ear plugs? Big open space for the virus to get in.,,2021-04-14T22:09:01.000Z,,0,0,0,0,FALSE,FALSE
581,581,1.43E+18,12923992,"#Calgary people, any local hidden gems really worth visiting for someone travelling there for a few days for work? Bars, restaurants, parks, etc. Asking for a friend (for realz). No info about when exactly, so more about cool places than cool events. Thanks in advance!",#Calgary,2021-08-31T02:37:51.000Z,,0,0,0,0,FALSE,TRUE
11450,11450,1.37E+18,138913667,"People often think single use communities are stable. That a lack of change means things are fine. Fact is, those communities often see massive swings in population that hurt private and public services. It’s diverse communities that are more stable over time. #yyccc #yycplan https://t.co/KGcQuf5Zht",#yyccc #yycplan,2021-03-17T02:49:45.000Z,,35,0,3,8,FALSE,TRUE
